,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,day
959,Peru,4485282,0,219395,0.0,4264224,0,1663,40,133157,6513,37997691,1128057,33684208,South America,2023-02-26
960,Switzerland,4389655,0,14452,0.0,4371249,0,3954,39,500323,1647,23833472,2716487,8773637,Europe,2023-02-26
961,Philippines,4076142,22,66097,14.0,4000813,175,9232,162,36229,587,34578364,307339,112508994,Asia,2023-02-26
962,South Africa,4061383,0,102595,0.0,3912506,0,46282,192,66847,1689,26473049,435726,60756135,Africa,2023-02-26
963,Romania,3335131,0,67675,0.0,3260130,0,7326,115,175244,3556,26603809,1397895,19031335,Europe,2023-02-26
964,Denmark,3175078,109,8254,10.0,3165682,0,1142,19,544148,1415,129190878,22140871,5834950,Europe,2023-02-26
965,Hong Kong,2883157,102,13451,2.0,2841868,3505,27838,28,379148,1769,76127725,10011143,7604299,Asia,2023-02-26
966,Sweden,2697827,0,23633,0.0,2670235,217,3959,9,264002,2313,19469139,1905196,10218971,Europe,2023-02-26
967,Serbia,2490810,499,17816,9.0,2459376,787,13618,16,287855,2059,12377861,1430468,8653016,Europe,2023-02-26
968,Iraq,2465545,0,25375,0.0,2439497,0,673,21,58474,602,19544451,463523,42164965,Asia,2023-02-26
969,Singapore,2222006,0,1722,0.0,2149583,0,70701,1,373852,290,24756666,4165302,5943546,Asia,2023-02-26
970,New Zealand,2215555,1296,3898,5.0,2204178,1176,7479,0,452320,796,7768604,1586011,4898203,Australia/Oceania,2023-02-26
971,Hungary,2194969,0,48745,0.0,2142682,0,3542,6,228494,5074,11394556,1186160,9606259,Europe,2023-02-26
972,Bangladesh,2037773,0,29445,0.0,1998448,0,9880,0,12138,175,15254399,90862,167885689,Asia,2023-02-26
973,Slovakia,1862760,44,21017,1.0,1840569,42,1174,20,341153,3849,7402195,1355665,5460193,Europe,2023-02-26
974,Georgia,1825598,0,16965,0.0,1776548,0,32085,0,459995,4275,16920079,4263340,3968738,Asia,2023-02-26
975,Jordan,1746997,0,14122,0.0,1731007,0,1868,59,169597,1371,17201885,1669945,10300869,Asia,2023-02-26
976,Ireland,1702523,0,8629,0.0,1691938,203,1956,11,339135,1719,13024205,2594360,5020199,Europe,2023-02-26
977,Pakistan,1576916,36,30643,0.0,1538689,0,7584,12,6871,134,30570862,133213,229488994,Asia,2023-02-26
978,Norway,1478907,19,5112,0.0,1473175,40,620,20,268337,928,11002430,1996315,5511370,Europe,2023-02-26
979,Finland,1462169,0,8892,0.0,1451606,116,1671,21,263219,1601,12047792,2168835,5554960,Europe,2023-02-26
980,Kazakhstan,1407351,0,13846,0.0,1383020,0,10485,24,73280,721,11575012,602707,19205043,Asia,2023-02-26
981,Slovenia,1327516,103,7071,0.0,1316762,255,3683,6,638833,3403,2836198,1364847,2078034,Europe,2023-02-26
982,Lithuania,1304068,40,9585,0.0,1288358,33,6125,8,489937,3601,10373322,3897243,2661708,Europe,2023-02-26
983,Bulgaria,1296668,26,38211,0.0,1255510,13,2947,26,189444,5583,11048403,1614179,6844597,Europe,2023-02-26
984,Morocco,1272445,3,16296,0.0,1256077,16,72,3,33687,431,12981405,343671,37772756,Africa,2023-02-26
985,Croatia,1268666,0,17950,0.0,1250175,0,541,10,312534,4422,5503682,1355825,4059286,Europe,2023-02-26
986,Guatemala,1235970,52,20168,1.0,1214612,70,1190,5,66507,1085,6909090,371775,18584039,North America,2023-02-26
987,Lebanon,1231713,136,10825,2.0,1087587,0,133301,74,184254,1619,4795578,717380,6684849,Asia,2023-02-26
988,Costa Rica,1199055,0,9214,0.0,860711,0,329130,52,231373,1778,4659757,899158,5182354,North America,2023-02-26
989,Bolivia,1192888,192,22365,1.0,1157111,290,13412,220,99468,1865,2705422,225590,11992656,South America,2023-02-26
990,Tunisia,1150793,0,29330,0.0,0,0,0,44,95528,2435,5001397,415169,12046656,Africa,2023-02-26
991,Cuba,1112583,5,8530,0.0,1103971,6,82,0,98409,754,14316639,1266326,11305652,North America,2023-02-26
992,Ecuador,1056578,0,36008,0.0,1015999,0,4571,759,58331,1988,3082403,170173,18113361,South America,2023-02-26
993,UAE,1051862,130,2349,0.0,1034975,76,14538,0,104333,233,199149334,19753380,10081785,Asia,2023-02-26
994,Uruguay,1034046,0,7617,0.0,1025995,0,434,18,295778,2179,6114822,1749083,3496016,South America,2023-02-26
995,Panama,1031014,0,8603,0.0,1021886,0,525,16,231847,1935,7522110,1691516,4446964,North America,2023-02-26
996,Mongolia,1007896,0,2179,0.0,1005709,0,8,192,298364,645,4030048,1193000,3378078,Asia,2023-02-26
997,Nepal,1001140,0,12020,0.0,989113,0,7,0,33122,398,6011031,198872,30225582,Asia,2023-02-26
998,Belarus,994037,0,7118,0.0,985592,0,1327,0,105381,755,13646641,1446722,9432800,Europe,2023-02-26
999,Latvia,975968,14,6239,0.0,969392,16,337,13,527882,3375,7864260,4253625,1848837,Europe,2023-02-26
1000,Saudi Arabia,829287,59,9614,1.0,816630,45,3043,39,23135,268,45135808,1259197,35844909,Asia,2023-02-26
1001,Azerbaijan,828512,20,10117,1.0,818238,9,157,0,80436,982,7522178,730294,10300205,Asia,2023-02-26
1002,Paraguay,808327,0,19870,0.0,0,0,0,7,110641,2720,2657506,363751,7305843,South America,2023-02-26
1003,Bahrain,706250,0,1548,0.0,706013,0,-1311,3,395884,868,10732586,6016081,1783983,Asia,2023-02-26
1004,Sri Lanka,672027,1,16830,0.0,655196,1,1,0,31147,780,6486117,300619,21575842,Asia,2023-02-26
1005,Kuwait,663456,0,2570,0.0,660237,0,649,0,151463,587,8455743,1930391,4380326,Asia,2023-02-26
1006,Dominican Republic,660533,0,4384,0.0,644785,0,11364,4,59742,397,3740928,338350,11056370,North America,2023-02-26
1007,Cyprus,649093,0,1305,0.0,642855,0,4933,60,530570,1067,9640118,7879860,1223387,Asia,2023-02-26
1008,Myanmar,633911,4,19490,0.0,614397,2,24,0,11478,353,10044941,181884,55227143,Asia,2023-02-26
1009,Palestine,621008,0,5404,0.0,615445,0,159,17,116173,1011,3078533,575907,5345541,Asia,2023-02-26
1010,Estonia,614848,0,2934,0.0,524990,0,86924,1,465121,2220,3671717,2777585,1321910,Europe,2023-02-26
1011,Moldova,603750,0,11974,0.0,504142,0,87634,49,150442,2984,3216305,801437,4013171,Europe,2023-02-26
1012,Venezuela,551974,0,5853,0.0,545841,0,280,36,18860,200,3359014,114771,29266991,South America,2023-02-26
1013,Egypt,515698,0,24613,0.0,442182,0,48903,122,4858,232,3693367,34792,106156692,Africa,2023-02-26
1014,Libya,507171,0,6437,0.0,500733,0,1,0,72034,914,2483538,352738,7040745,Africa,2023-02-26
1015,Ethiopia,499959,0,7572,0.0,487221,0,5166,0,4138,63,5486754,45415,120812698,Africa,2023-02-26
1016,Qatar,493936,89,686,0.0,492929,234,321,24,165755,230,4065369,1364257,2979915,Asia,2023-02-26
1017,Réunion,486588,0,921,0.0,418572,0,67095,10,535854,1014,1603660,1766027,908061,Africa,2023-02-26
1018,Honduras,471557,0,11109,0.0,0,0,0,105,46135,1087,1626616,159141,10221247,North America,2023-02-26
1019,Armenia,446819,0,8721,0.0,435162,0,2936,0,150345,2934,3242901,1091164,2971966,Asia,2023-02-26
1020,Bosnia and Herzegovina,401575,0,16278,0.0,379084,0,6213,0,123588,5010,1884721,580036,3249317,Europe,2023-02-26
1021,Oman,399449,0,4628,0.0,384669,0,10152,2,75028,869,25000000,4695724,5323993,Asia,2023-02-26
1022,North Macedonia,346852,0,9662,0.0,337068,0,122,0,166651,4642,2226216,1069626,2081304,Europe,2023-02-26
1023,Kenya,342900,0,5688,0.0,337183,0,29,1,6100,101,3967062,70569,56215221,Africa,2023-02-26
1024,Zambia,342831,0,4055,0.0,338289,0,487,0,17608,208,3923997,201538,19470234,Africa,2023-02-26
1025,Albania,334378,5,3596,0.0,329127,13,1655,0,116655,1255,1941032,677173,2866374,Europe,2023-02-26
1026,Botswana,329662,0,2801,0.0,326868,0,-7,1,135043,1147,2026898,830300,2441162,Africa,2023-02-26
1027,Luxembourg,297757,0,1133,0.0,288991,0,7633,0,463528,1764,4412567,6869188,642371,Europe,2023-02-26
1028,Montenegro,288088,0,2801,0.0,284463,0,824,6,458775,4461,2714923,4323470,627950,Europe,2023-02-26
1029,Brunei,277992,0,225,0.0,243601,0,34166,0,624097,505,717784,1611437,445431,Asia,2023-02-26
1030,Algeria,271440,1,6881,0.0,182791,1,81768,0,5985,152,230861,5091,45350148,Africa,2023-02-26
1031,Nigeria,266463,0,3155,0.0,259850,0,3458,11,1229,15,5708974,26339,216746934,Africa,2023-02-26
1032,Zimbabwe,263921,0,5663,0.0,257205,0,1053,12,17214,369,2525756,164744,15331428,Africa,2023-02-26
1033,Uzbekistan,250932,0,1637,0.0,241486,0,7809,23,7298,48,1377915,40077,34382084,Asia,2023-02-26
1034,Mozambique,233098,0,2242,0.0,228805,0,2051,11,7044,68,1371127,41437,33089461,Africa,2023-02-26
1035,Martinique,229807,0,1098,0.0,0,0,0,12,614314,2935,828928,2215870,374087,North America,2023-02-26
1036,Laos,218015,0,758,0.0,0,0,0,0,29142,101,1233207,164845,7481023,Asia,2023-02-26
1037,Afghanistan,209274,11,7896,0.0,190648,40,10730,45,5135,194,1199575,29434,40754388,Asia,2023-02-26
1038,Iceland,208999,0,229,0.0,0,0,0,2,605105,663,1996384,5780036,345393,Europe,2023-02-26
1039,Kyrgyzstan,206633,0,2991,0.0,196406,0,7236,131,30711,445,1907195,283460,6728271,Asia,2023-02-26
1040,Guadeloupe,201852,0,1010,0.0,0,0,0,19,504890,2526,938039,2346306,399794,North America,2023-02-26
1041,El Salvador,201785,0,4230,0.0,179410,0,18145,8,30805,646,2610114,398467,6550389,North America,2023-02-26
1042,Trinidad and Tobago,188737,0,4339,0.0,184363,0,35,8,134181,3085,895520,636663,1406585,North America,2023-02-26
1043,Maldives,185729,0,311,0.0,163687,0,21731,25,343316,575,2213831,4092223,540985,Asia,2023-02-26
1044,Ghana,171172,0,1462,0.0,169697,0,13,2,5284,45,2529956,78096,32395450,Africa,2023-02-26
1045,Namibia,171121,0,4090,0.0,166689,0,342,0,64969,1553,1062663,403460,2633874,Africa,2023-02-26
1046,Uganda,170478,0,3630,0.0,100431,0,66417,3,3520,75,3012408,62198,48432863,Africa,2023-02-26
1047,Jamaica,154065,0,3500,0.0,102393,0,48172,0,51611,1172,1183986,396633,2985094,North America,2023-02-26
1048,Cambodia,138714,0,3056,0.0,135650,0,8,0,8079,178,3091420,180062,17168639,Asia,2023-02-26
1049,Rwanda,133170,0,1468,0.0,131634,0,68,0,9792,108,5959042,438150,13600464,Africa,2023-02-26
1050,Cameroon,124328,0,1965,0.0,122333,0,30,13,4454,70,1751774,62762,27911548,Africa,2023-02-26
1051,Malta,117338,0,827,0.0,115923,0,588,4,264255,1862,2111209,4754622,444033,Europe,2023-02-26
1052,Barbados,106645,0,575,0.0,106057,0,13,0,370266,1996,794426,2758203,288023,North America,2023-02-26
1053,Angola,105205,0,1931,0.0,103250,0,24,0,3004,55,1499795,42818,35027343,Africa,2023-02-26
1054,Channel Islands,101320,0,227,0.0,100975,0,118,0,574171,1286,1252808,7099551,176463,Europe,2023-02-26
1055,French Guiana,98041,0,420,0.0,11254,0,86367,6,312065,1337,651257,2072951,314169,South America,2023-02-26
1056,DRC,95646,0,1464,0.0,84282,0,9900,0,1004,15,846704,8890,95240792,Africa,2023-02-26
1057,Senegal,88917,0,1971,0.0,86938,0,8,0,5037,112,1146543,64946,17653671,Africa,2023-02-26
1058,Malawi,88681,0,2686,0.0,85542,0,453,67,4394,133,624784,30959,20180839,Africa,2023-02-26
1059,Ivory Coast,88182,0,834,0.0,87299,0,49,0,3179,30,1678025,60486,27742298,Africa,2023-02-26
1060,Suriname,82227,0,1400,0.0,0,0,0,0,137773,2346,240907,403644,596831,South America,2023-02-26
1061,New Caledonia,79871,0,314,0.0,79557,0,0,9,274551,1079,98964,340182,290915,Australia/Oceania,2023-02-26
1062,French Polynesia,77957,0,649,0.0,0,0,0,7,274338,2284,0,0,284164,Australia/Oceania,2023-02-26
1063,Eswatini,74199,0,1423,0.0,72726,0,50,0,62625,1201,1048704,885119,1184817,Africa,2023-02-26
1064,Guyana,73066,0,1298,0.0,71742,0,26,0,92017,1635,721408,908523,794045,South America,2023-02-26
1065,Belize,70740,0,688,0.0,70036,0,16,6,171620,1669,576016,1397453,412190,North America,2023-02-26
1066,Fiji,68889,0,883,0.0,66850,0,1156,0,75747,971,668445,734986,909466,Australia/Oceania,2023-02-26
1067,Madagascar,67865,13,1422,1.0,66433,6,10,0,2326,49,525461,18009,29178077,Africa,2023-02-26
1068,Sudan,63787,0,5011,0.0,58438,0,338,0,1387,109,562941,12240,45992020,Africa,2023-02-26
1069,Mauritania,63667,0,997,0.0,62439,0,231,0,12988,203,1009957,206030,4901981,Africa,2023-02-26
1070,Cabo Verde,63240,0,413,0.0,62770,0,57,23,111401,728,401622,707482,567678,Africa,2023-02-26
1071,Bhutan,62615,0,21,0.0,61564,0,1030,0,79467,27,2303734,2923739,787941,Asia,2023-02-26
1072,Syria,57463,0,3164,0.0,54299,0,0,0,2967,163,146269,7553,19364809,Asia,2023-02-26
1073,Burundi,53609,0,38,0.0,53569,0,2,0,4246,3,345742,27386,12624840,Africa,2023-02-26
1074,Seychelles,50665,0,172,0.0,50440,0,53,0,509575,1730,0,0,99426,Africa,2023-02-26
1075,Gabon,48981,0,306,0.0,48674,0,1,0,21008,131,1621909,695641,2331533,Africa,2023-02-26
1076,Andorra,47866,0,165,0.0,47563,0,138,14,617921,2130,249838,3225256,77463,Europe,2023-02-26
1077,Papua New Guinea,46792,0,670,0.0,43982,0,2140,7,5036,72,249149,26813,9292169,Australia/Oceania,2023-02-26
1078,Curaçao,45986,0,295,0.0,44720,0,971,3,277812,1782,496693,3000640,165529,North America,2023-02-26
1079,Aruba,44026,0,236,0.0,42438,0,1352,2,409129,2193,177885,1653068,107609,North America,2023-02-26
1080,Tanzania,42823,0,846,0.0,0,0,0,7,677,13,0,0,63298550,Africa,2023-02-26
1081,Mayotte,42004,0,188,0.0,0,0,0,0,146734,657,176919,618038,286259,Africa,2023-02-26
1082,Mauritius,41717,0,1043,0.0,40012,0,662,0,32726,818,358675,281374,1274727,Africa,2023-02-26
1083,Togo,39374,3,290,0.0,39074,0,10,0,4536,33,808113,93092,8680837,Africa,2023-02-26
1084,Guinea,38267,0,467,0.0,37757,0,43,8,2760,34,660107,47607,13865691,Africa,2023-02-26
1085,Isle of Man,38008,0,116,0.0,0,0,0,0,443335,1353,150753,1758422,85732,Europe,2023-02-26
1086,Bahamas,37491,0,833,0.0,36366,0,292,1,93607,2080,257839,643767,400516,North America,2023-02-26
1087,Lesotho,34790,0,723,0.0,25980,0,8087,0,15990,332,431221,198199,2175699,Africa,2023-02-26
1088,Faeroe Islands,34658,0,28,0.0,0,0,0,5,703959,569,778000,15802409,49233,Europe,2023-02-26
1089,Haiti,34143,0,860,0.0,33044,0,239,0,2923,74,132422,11337,11680283,North America,2023-02-26
1090,Mali,32998,1,743,0.0,32074,3,181,0,1537,35,795295,37036,21473764,Africa,2023-02-26
1091,Cayman Islands,31472,0,37,0.0,8553,0,22882,1,467797,550,222773,3311280,67277,North America,2023-02-26
1092,Saint Lucia,29882,0,409,0.0,29095,0,378,0,161426,2209,210983,1139752,185113,North America,2023-02-26
1093,Benin,27990,0,163,0.0,27825,0,2,0,2189,13,604310,47268,12784726,Africa,2023-02-26
1094,Somalia,27324,0,1361,0.0,13182,0,12781,0,1622,81,400466,23778,16841795,Africa,2023-02-26
1095,Congo,25375,0,386,0.0,24006,0,983,0,4377,67,347815,59991,5797805,Africa,2023-02-26
1096,Solomon Islands,24575,0,153,0.0,0,0,0,1,34077,212,0,0,721159,Australia/Oceania,2023-02-26
1097,Micronesia,23671,0,60,0.0,0,0,0,1,201474,511,54967,467848,117489,Australia/Oceania,2023-02-26
1098,San Marino,23536,0,122,0.0,23276,0,138,4,690509,3579,157634,4624732,34085,Europe,2023-02-26
1099,Timor-Leste,23418,0,138,0.0,23102,0,178,0,17101,101,278529,203391,1369429,Asia,2023-02-26
1100,Burkina Faso,22056,0,396,0.0,21596,0,64,0,998,18,248995,11265,22102838,Africa,2023-02-26
1101,Liechtenstein,21409,4,89,0.0,21288,2,32,2,557715,2318,112457,2929559,38387,Europe,2023-02-26
1102,Gibraltar,20423,0,111,0.0,16579,0,3733,0,605952,3293,534283,15852213,33704,Europe,2023-02-26
1103,Grenada,19680,0,238,0.0,19358,0,84,4,173430,2097,182981,1612523,113475,North America,2023-02-26
1104,Bermuda,18799,0,160,0.0,18632,0,7,0,303508,2583,1027337,16586270,61939,North America,2023-02-26
1105,Nicaragua,18491,0,225,0.0,4225,0,14041,0,2728,33,0,0,6779100,North America,2023-02-26
1106,South Sudan,18368,0,138,0.0,18115,0,115,1,1581,12,410280,35313,11618511,Africa,2023-02-26
1107,Tajikistan,17786,0,125,0.0,17264,0,397,0,1786,13,0,0,9957464,Asia,2023-02-26
1108,Equatorial Guinea,17229,0,183,0.0,16907,0,139,5,11512,122,365697,244342,1496662,Africa,2023-02-26
1109,Tonga,16801,0,13,0.0,15638,0,1150,0,155927,121,535009,4965327,107749,Australia/Oceania,2023-02-26
1110,Samoa,16607,0,29,0.0,1605,0,14973,0,82116,143,187397,926612,202239,Australia/Oceania,2023-02-26
1111,Monaco,16106,0,67,0.0,15992,0,47,4,404846,1684,78646,1976875,39783,Europe,2023-02-26
1112,Dominica,15760,0,74,0.0,15673,0,13,0,217848,1023,229344,3170187,72344,North America,2023-02-26
1113,Djibouti,15690,0,189,0.0,15427,0,74,0,15441,186,305941,301094,1016097,Africa,2023-02-26
1114,Marshall Islands,15598,0,17,0.0,15528,0,53,0,259720,283,0,0,60057,Australia/Oceania,2023-02-26
1115,CAR,15368,0,113,0.0,15200,0,55,2,3063,23,81294,16205,5016678,Africa,2023-02-26
1116,Gambia,12586,0,372,0.0,12189,0,25,0,4919,145,155686,60851,2558482,Africa,2023-02-26
1117,Saint Martin,12257,0,63,0.0,1399,0,10795,7,308507,1586,112382,2828643,39730,North America,2023-02-26
1118,Vanuatu,12014,0,14,0.0,11976,0,24,0,37330,44,24976,77606,321832,Australia/Oceania,2023-02-26
1119,Greenland,11971,0,21,0.0,2761,0,9189,4,210117,369,164926,2894810,56973,North America,2023-02-26
1120,Yemen,11945,0,2159,0.0,9124,0,662,23,383,69,329592,10579,31154867,Asia,2023-02-26
1121,Caribbean Netherlands,11672,0,38,0.0,10476,0,1158,0,438023,1426,30126,1130559,26647,North America,2023-02-26
1122,Sint Maarten,11016,0,91,0.0,10905,0,20,0,250557,2070,62056,1411454,43966,North America,2023-02-26
1123,Eritrea,10189,0,103,0.0,10086,0,0,0,2782,28,23693,6470,3662244,Africa,2023-02-26
1124,Niger,9931,0,312,0.0,8890,0,729,1,381,12,254538,9759,26083660,Africa,2023-02-26
1125,St. Vincent Grenadines,9589,0,123,0.0,9466,0,0,0,85961,1103,113703,1019292,111551,North America,2023-02-26
1126,Antigua and Barbuda,9106,0,146,0.0,8954,0,6,1,91509,1467,18901,189943,99509,North America,2023-02-26
1127,Comoros,8998,0,161,0.0,8837,0,0,0,9916,177,0,0,907419,Africa,2023-02-26
1128,Guinea-Bissau,8953,0,176,0.0,8660,0,117,6,4339,85,145231,70385,2063367,Africa,2023-02-26
1129,Liberia,8065,0,294,0.0,7768,0,3,2,1520,55,139824,26356,5305117,Africa,2023-02-26
1130,Sierra Leone,7760,0,126,0.0,0,0,0,0,934,15,259958,31296,8306436,Africa,2023-02-26
1131,Chad,7675,0,194,0.0,4874,0,2607,0,441,11,191341,10988,17413580,Africa,2023-02-26
1132,British Virgin Islands,7305,0,64,0.0,0,0,0,0,238757,2092,107339,3508269,30596,North America,2023-02-26
1133,Cook Islands,7025,0,2,0.0,7012,0,11,0,399806,114,19690,1120596,17571,Australia/Oceania,2023-02-26
1134,Saint Kitts and Nevis,6596,0,46,0.0,6546,0,4,0,122441,854,126927,2356129,53871,North America,2023-02-26
1135,Turks and Caicos,6551,0,38,0.0,6491,0,22,4,164842,956,611527,15387811,39741,North America,2023-02-26
1136,Sao Tome and Principe,6281,0,77,0.0,6203,0,1,0,27587,338,29036,127530,227679,Africa,2023-02-26
1137,Palau,5988,0,9,0.0,5976,0,3,0,328416,494,69136,3791806,18233,Australia/Oceania,2023-02-26
1138,St. Barth,5439,0,6,0.0,0,0,0,0,546908,603,78646,7908095,9945,North America,2023-02-26
1139,Nauru,5247,0,1,0.0,5075,0,171,0,481244,92,20509,1881042,10903,Australia/Oceania,2023-02-26
1140,Kiribati,5013,0,18,0.0,2703,0,2292,3,40618,146,0,0,123419,Australia/Oceania,2023-02-26
1141,Anguilla,3904,0,12,0.0,3879,0,13,4,256336,788,51382,3373736,15230,North America,2023-02-26
1142,Macao,3514,1,121,0.0,3387,9,6,0,5264,181,7850,11760,667490,Asia,2023-02-26
1143,Saint Pierre Miquelon,3452,0,2,0.0,2449,0,1001,1,599410,347,25400,4410488,5759,North America,2023-02-26
1144,Wallis and Futuna,3427,0,7,0.0,438,0,2982,0,312056,637,20508,1867419,10982,Australia/Oceania,2023-02-26
1145,Tuvalu,2805,0,0,0.0,0,0,2805,0,232471,0,0,0,12066,Australia/Oceania,2023-02-26
1146,Saint Helena,2166,0,0,0.0,2,0,2164,0,354211,0,0,0,6115,Africa,2023-02-26
1147,Falkland Islands,1930,0,0,0.0,1930,0,0,0,545352,0,8632,2439107,3539,South America,2023-02-26
1148,Montserrat,1403,0,8,0.0,1376,0,19,0,282578,1611,17762,3577442,4965,North America,2023-02-26
1149,Niue,788,5,0,0.0,766,14,22,0,485820,0,0,0,1622,Australia/Oceania,2023-02-26
1150,Diamond Princess,712,0,13,0.0,699,0,0,0,0,0,0,0,0,Do not know,2023-02-26
1151,Vatican City,29,0,0,0.0,29,0,0,0,36295,0,0,0,799,Europe,2023-02-26
1152,Western Sahara,10,0,1,0.0,9,0,0,0,16,2,0,0,626161,Africa,2023-02-26
1153,MS Zaandam,9,0,2,0.0,7,0,0,0,0,0,0,0,0,Do not know,2023-02-26
1154,Tokelau,5,0,0,0.0,0,0,5,0,3628,0,0,0,1378,Australia/Oceania,2023-02-26
1155,China,503302,0,5272,0.0,379053,0,118977,7557,347,4,160000000,110461,1448471400,Asia,2023-02-27
1156,USA,105276823,6894,1145556,70.0,102654350,33706,1476917,2586,314442,3422,1166805671,3485028,334805269,North America,2023-02-27
1157,India,44686371,169,530771,1.0,44153343,140,2257,0,31768,377,918535118,653003,1406631776,Asia,2023-02-27
1158,France,39616580,841,164929,52.0,39383240,4999,68411,869,604054,2515,271490188,4139547,65584518,Europe,2023-02-27
1159,Germany,38144033,32970,167951,139.0,37679400,17900,296682,0,454726,2002,122332384,1458359,83883596,Europe,2023-02-27
1160,Brazil,37038230,13813,699006,59.0,36216411,30436,122813,0,171988,3246,63776166,296146,215353593,South America,2023-02-27
1161,Japan,33190564,5598,72320,52.0,21683904,1535,11434340,170,264288,576,95014492,756576,125584838,Asia,2023-02-27
1162,S. Korea,30502904,4026,33961,15.0,30278033,0,190910,163,594252,662,15804065,307892,51329899,Asia,2023-02-27
1163,Italy,25576852,0,188094,0.0,25219653,0,169105,133,424422,3121,267663187,4441601,60262770,Europe,2023-02-27
1164,UK,24341615,0,206246,0.0,24084330,3549,51039,0,355363,3011,522526476,7628357,68497907,Europe,2023-02-27
1165,Russia,22262717,9580,396065,30.0,21600487,9250,266165,0,152687,2716,273400000,1875095,145805947,Europe,2023-02-27
1166,Turkey,17042722,0,101492,0.0,0,0,0,0,199186,1186,162743369,1902052,85561976,Asia,2023-02-27
1167,Spain,13763336,0,119380,0.0,13607068,0,36888,231,294597,2555,471036328,10082298,46719142,Europe,2023-02-27
1168,Vietnam,11526905,4,43186,0.0,10614763,3,868956,4,116488,436,85826548,867342,98953541,Asia,2023-02-27
1169,Australia,11366361,0,19373,0.0,11314814,0,32174,36,436014,743,78835048,3024116,26068792,Australia/Oceania,2023-02-27
1170,Argentina,10044125,0,130463,0.0,9909871,913,3791,363,218302,2836,35716069,776264,46010234,South America,2023-02-27
1171,Taiwan,10033107,7744,17908,44.0,9690990,23339,324209,0,419996,750,30742304,1286903,23888595,Asia,2023-02-27
1172,Netherlands,8595257,1107,22992,0.0,8558606,479,13659,53,499392,1336,25984435,1509718,17211447,Europe,2023-02-27
1173,Iran,7567824,122,144845,3.0,7339283,78,83696,282,87975,1684,55034937,639771,86022837,Asia,2023-02-27
1174,Mexico,7450992,7841,332986,48.0,6687704,7415,430302,0,56635,2531,19571192,148759,131562772,North America,2023-02-27
1175,Indonesia,6735780,152,160911,3.0,6571457,270,3412,0,24131,576,114158919,408975,279134505,Asia,2023-02-27
1176,Poland,6415708,429,118868,0.0,5335940,0,960900,696,169999,3150,38260137,1013788,37739785,Europe,2023-02-27
1177,Colombia,6359464,0,142615,0.0,6182304,0,34545,342,123454,2769,36951507,717327,51512762,South America,2023-02-27
1178,Austria,5905594,3454,21887,6.0,5831152,4551,52555,72,651349,2414,211273524,23302116,9066710,Europe,2023-02-27
1179,Greece,5849949,0,36077,0.0,5801783,0,12089,115,567040,3497,102228365,9909078,10316637,Europe,2023-02-27
1180,Portugal,5566708,0,26117,0.0,5537148,0,3443,61,548954,2575,45968702,4533148,10140570,Europe,2023-02-27
1181,Ukraine,5382095,0,111175,0.0,5261929,0,8991,0,124608,2574,32603805,754855,43192122,Europe,2023-02-27
1182,Chile,5164922,1606,64176,10.0,5095408,2210,5338,79,268305,3334,48430725,2515856,19250195,South America,2023-02-27
1183,Malaysia,5042585,190,36957,0.0,4996409,177,9219,6,151972,1114,68079467,2051756,33181072,Asia,2023-02-27
1184,Israel,4798654,965,12284,15.0,4781252,0,5118,57,514546,1317,41373364,4436346,9326000,Asia,2023-02-27
1185,DPRK,4772813,0,74,0.0,4772739,0,0,0,183636,3,0,0,25990679,Asia,2023-02-27
1186,Thailand,4728035,204,33911,9.0,4692636,0,1488,0,67468,484,17270775,246450,70078203,Asia,2023-02-27
1187,Belgium,4717655,0,33717,0.0,4658340,558,25598,43,404315,2890,36709556,3146099,11668278,Europe,2023-02-27
1188,Czechia,4608142,106,42434,5.0,4557205,870,8503,32,429192,3952,56990911,5308006,10736784,Europe,2023-02-27
1189,Canada,4591149,1341,51249,27.0,4497620,1576,42280,99,119597,1335,66343123,1728207,38388419,North America,2023-02-27
1190,Peru,4485616,334,219406,11.0,4264334,110,1876,40,133167,6514,37997691,1128057,33684208,South America,2023-02-27
1191,Switzerland,4389655,0,14452,0.0,4371249,0,3954,39,500323,1647,23833472,2716487,8773637,Europe,2023-02-27
1192,Philippines,4076230,88,66108,11.0,4000837,24,9285,162,36230,588,34584000,307389,112508994,Asia,2023-02-27
1193,South Africa,4063237,914,102595,0.0,3912506,0,48136,192,66878,1689,26795090,441027,60756135,Africa,2023-02-27
1194,Romania,3340342,5211,67704,29.0,3260130,0,12508,115,175518,3558,26676248,1401701,19031335,Europe,2023-02-27
1195,Denmark,3175129,51,8255,1.0,3165922,240,952,19,544157,1415,129194046,22141414,5834950,Europe,2023-02-27
1196,Hong Kong,2883250,93,13451,0.0,2844603,2735,25196,28,379161,1769,76127725,10011143,7604299,Asia,2023-02-27
1197,Sweden,2697827,0,23633,0.0,2670437,202,3757,9,264002,2313,19469139,1905196,10218971,Europe,2023-02-27
1198,Serbia,2491704,894,17821,5.0,2460154,778,13729,16,287958,2060,12387136,1431540,8653016,Europe,2023-02-27
